client_id,days_since_activation,inactive_days,creation_date,mambu_state,first_transaction_date,last_transaction_date,total_loan_amount,total_inflow_amt,total_outflow_amt,total_billpayment_amt,total_savings_amt,ltv_credit,ltv_credit_no_risk,ltv_nocredit,ltv
AGSMVH,262,65,2025-04-28 00:00:00,ACTIVE,2025-04-28,2025-11-11,0.0,275115.1200000000,248245.0200000000,31550.0000000000,3900.0000000000,0.0,0.0,1436.4,1436.4
C09JZA,142,6,2025-08-26 00:16:02,ACTIVE,2025-12-30,2026-01-09,0.0,203000.0000000000,200950.0000000000,2000.0000000000,200950.0000000000,0.0,0.0,10053.05,10053.05
C2D2ID,2822,69,2018-04-25 18:56:40,ACTIVE,2021-10-19,2025-11-07,92600.0,125566.0000000000,124711.5300000000,100.0000000000,0E-10,6751.45,27088.23,55.31,6806.76
1O8DUN,1045,1044,2023-03-07 20:33:34,INACTIVE,2023-03-08,2023-03-08,199000.0,True,True,True,True,53204.48,109194.46,0.0,53204.48
1ILPO7,2656,2656,2018-10-08 00:00:00,EXITED,2018-10-08,2018-10-08,250000.0,True,True,True,True,95139.21,178206.26,0.0,95139.21
3V3PNA,2725,2714,2018-07-31 14:13:36,EXITED,2018-08-11,2018-08-11,270000.0,True,True,True,True,451636.7,542287.93,0.0,451636.7
AEW8TY,1001,731,2023-04-20 00:00:00,ACTIVE,2023-04-20,2024-01-15,0.0,1052150.0300000000,1052100.0000000000,0E-10,0E-10,0.0,0.0,2522.53,2522.53
COE8DQ,603,561,2024-05-22 12:22:33,ACTIVE,2024-05-29,2024-07-03,110000.0,110000.0000000000,109500.0000000000,500.0000000000,0E-10,30425.89,49163.21,2030.37,32456.26
7XGULL,2716,2714,2018-08-09 14:15:24,INACTIVE,2018-08-11,2018-08-11,260000.0,True,True,True,True,23053.37,121073.25,0.0,23053.37
63PC0S,1569,1554,2021-09-29 18:58:20,ACTIVE,2021-10-14,2021-10-14,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
DWGBSF,46,45,2025-11-30 15:09:36,ACTIVE,2025-12-01,2025-12-01,0.0,2000.0000000000,990.7500000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
549LB5,249,242,2025-05-11 08:51:56,ACTIVE,2025-05-18,2025-05-18,0.0,200.0000000000,0E-10,0E-10,0E-10,0.0,0.0,4.33,4.33
AA11HD,2592,647,2018-12-11 10:38:49,ACTIVE,2024-02-21,2024-04-08,36828.0,89728.0000000000,89499.7000000000,100.0000000000,0E-10,121.32,9392.8,1221.31,1342.63
4ODRJX,2879,2876,2018-02-27 14:51:08,INACTIVE,2018-03-02,2018-03-02,130000.0,True,True,True,True,39290.68,81737.75,0.0,39290.68
7PU7UK,881,340,2023-08-18 02:22:52,ACTIVE,2023-10-03,2025-02-09,144000.0,277570.0000000000,256112.8300000000,0E-10,0E-10,2884.88,20509.93,363.59,3248.47
CALD3H,2750,2586,2018-07-06 13:51:35,INACTIVE,2018-12-17,2018-12-17,50000.0,True,True,True,True,31744.28,46714.84,0.0,31744.28
2GZM90,2133,375,2020-03-14 21:02:05,ACTIVE,2025-01-05,2025-01-05,0.0,500000.0000000000,499900.0000000000,0E-10,0E-10,0.0,0.0,10828.65,10828.65
5B7OVW,2435,388,2019-05-17 17:54:07,ACTIVE,2024-12-16,2024-12-23,0.0,50000.0000000000,49200.0000000000,700.0000000000,0E-10,0.0,0.0,1158.67,1158.67
BH210K,2309,1273,2019-09-20 09:56:16,ACTIVE,2022-07-22,2022-07-22,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
2L94RV,2733,2607,2018-07-23 08:31:49,INACTIVE,2018-11-26,2018-11-26,70000.0,True,True,True,True,21021.53,47954.47,0.0,21021.53
74M9HI,1696,1688,2021-05-25 11:44:06,INACTIVE,2021-06-02,2021-06-02,1093000.0,True,True,True,True,948667.34,1453429.93,0.0,948667.34
3U9CKA,539,203,2024-07-25 19:20:15,ACTIVE,2025-06-26,2025-06-26,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
95W93V,1321,1319,2022-06-04 21:25:52,ACTIVE,2022-06-06,2022-06-06,0.0,120.0000000000,120.0000000000,0E-10,0E-10,0.0,0.0,2.6,2.6
4V543B,876,876,2023-08-23 00:00:00,ACTIVE,2023-08-23,2023-08-23,5000.0,5000.0000000000,5000.0000000000,0E-10,0E-10,3935.17,4999.85,108.29,4043.46
5K2HQO,1000,995,2023-04-21 01:38:47,INACTIVE,2023-04-26,2023-04-26,226000.0,True,True,True,True,77463.4,121805.27,0.0,77463.4
2F614W,2233,2226,2019-12-05 22:17:16,EXITED,2019-12-12,2019-12-12,500000.0,True,True,True,True,962454.2,1158555.15,0.0,962454.2
13H284,1590,124,2021-09-08 02:15:55,ACTIVE,2025-09-09,2025-09-13,20000.0,20000.0000000000,19984.8800000000,0E-10,0E-10,2531.08,6334.11,433.15,2964.23
8ZN2WX,479,330,2024-09-23 13:56:57,ACTIVE,2024-10-07,2025-02-19,0.0,147140.0000000000,135520.0000000000,15100.0000000000,0E-10,0.0,0.0,1063.64,1063.64
EBS87Q,535,161,2024-07-29 15:56:39,ACTIVE,2024-12-09,2025-08-07,0.0,191000.0000000000,187442.9400000000,3500.0000000000,0E-10,0.0,0.0,559.78,559.78
3KGPKM,2326,26,2019-09-03 04:58:35,ACTIVE,2025-11-26,2025-12-20,0.0,1000.0000000000,0E-10,2100.0000000000,0E-10,0.0,0.0,249.06,249.06
6YSGZZ,2729,2498,2018-07-27 17:26:18,INACTIVE,2019-03-15,2019-03-15,200000.0,True,True,True,True,248859.26,326478.22,0.0,248859.26
1LHQ0S,2772,2394,2018-06-14 12:34:04,INACTIVE,2019-06-27,2019-06-27,1000000.0,True,True,True,True,1155573.67,1449246.75,0.0,1155573.67
4I0PMX,34,34,2025-12-12 00:00:00,ACTIVE,2025-12-12,2025-12-12,0.0,2000.0000000000,999.7500000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
F1LO1U,1438,1437,2022-02-07 15:46:58,INACTIVE,2022-02-08,2022-02-08,102000.0,True,True,True,True,81562.5,131107.34,0.0,81562.5
9VYDFO,475,475,2024-09-27 00:00:00,ACTIVE,2024-09-27,2024-09-27,0.0,190.0000000000,0E-10,0E-10,0E-10,0.0,0.0,4.11,4.11
316Z3P,1556,1532,2021-10-12 15:59:28,ACTIVE,2021-11-05,2021-11-05,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
7Z95LC,2929,2828,2018-01-08 15:07:10,INACTIVE,2018-04-19,2018-04-19,1820000.0,True,True,True,True,2088283.26,2669191.68,0.0,2088283.26
E2ZNN3,107,107,2025-09-30 00:00:00,ACTIVE,2025-09-30,2025-09-30,0.0,400.0000000000,210.7500000000,0E-10,0E-10,0.0,0.0,8.66,8.66
79D7V5,470,458,2024-10-02 18:25:50,ACTIVE,2024-10-08,2024-10-14,1600000.0,1600400.0000000000,1600400.0000000000,0E-10,0E-10,1401135.16,1640203.38,34660.35,1435795.51
2AQLWT,2600,2598,2018-12-03 15:17:27,INACTIVE,2018-12-05,2018-12-05,200000.0,True,True,True,True,171013.81,243353.72,0.0,171013.81
E99LMR,3230,2400,2017-03-13 15:48:11,INACTIVE,2017-03-24,2019-06-21,1175000.0,True,True,True,True,460490.9,904467.54,0.0,460490.9
8TEAZ6,3179,3179,2017-05-03 00:00:00,INACTIVE,2017-05-03,2017-05-03,24002.0,True,True,True,True,9605.11,16577.18,0.0,9605.11
1PCN12,2757,1554,2018-06-29 11:04:46,INACTIVE,2019-02-06,2021-10-14,400000.0,True,True,True,True,152813.93,295910.11,0.0,152813.93
B9L3IO,1452,1161,2022-01-24 01:10:53,ACTIVE,2022-02-04,2022-11-11,320000.0,115070.0000000000,114568.6900000000,451.0000000000,0E-10,326338.2,477627.54,271.28,326609.48
A3ZJ11,2444,1903,2019-05-08 10:10:12,INACTIVE,2019-05-13,2020-10-30,3670000.0,True,True,True,True,710207.52,2120126.7,0.0,710207.52
704TD4,2844,2722,2018-04-03 12:51:35,INACTIVE,2018-04-05,2018-08-03,1400000.0,True,True,True,True,30194.38,412663.86,0.0,30194.38
5QGTEV,2779,2774,2018-06-07 13:57:45,BLACKLISTED,2018-06-12,2018-06-12,70000.0,True,True,True,True,944.37,22223.06,0.0,944.37
BF2ICG,2869,2330,2018-03-09 11:12:55,INACTIVE,2018-03-12,2019-08-30,2650000.0,True,True,True,True,616299.87,1347948.55,0.0,616299.87
EF061A,1702,1126,2021-05-19 00:00:00,ACTIVE,2021-05-19,2022-12-16,61900.0,55700.0000000000,55550.0000000000,130.0000000000,0E-10,1963.62,13057.25,63.45,2027.07
8CUNJQ,1242,1217,2022-08-22 23:51:11,ACTIVE,2022-09-16,2022-09-16,0.0,100.0000000000,100.0000000000,0E-10,0E-10,0.0,0.0,2.17,2.17
BV0MFO,2698,2697,2018-08-27 08:18:41,EXITED,2018-08-28,2018-08-28,50000.0,True,True,True,True,11210.16,23058.52,0.0,11210.16
46TS8M,1279,1279,2022-07-16 00:00:00,ACTIVE,2022-07-16,2022-07-16,0.0,300.0000000000,0E-10,0E-10,0E-10,0.0,0.0,6.5,6.5
2LGQOI,2457,2283,2019-04-25 14:16:21,EXITED,2019-04-26,2019-10-16,250000.0,True,True,True,True,134948.14,203113.23,0.0,134948.14
7A1ZWC,770,3,2023-12-07 16:22:13,ACTIVE,2024-01-10,2026-01-12,0.0,1033330175.6100000000,1034648509.0000000000,1200.0000000000,602700050.0000000000,0.0,0.0,1581558.23,1581558.23
8N1OTJ,2732,2662,2018-07-24 05:14:14,INACTIVE,2018-10-02,2018-10-02,150000.0,True,True,True,True,8129.37,56283.96,0.0,8129.37
44I71P,1624,1329,2021-08-05 11:40:42,ACTIVE,2021-08-06,2022-05-27,500000.0,340052.0200000000,340795.0000000000,0E-10,0E-10,-710.75,190789.46,748.95,38.2
ALY0ZV,46,45,2025-11-30 22:08:51,ACTIVE,2025-12-01,2025-12-01,0.0,2000.0000000000,999.7500000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
9CKBM9,346,343,2025-02-03 17:58:22,ACTIVE,2025-02-04,2025-02-06,0.0,3000.0000000000,0E-10,3000.0000000000,0E-10,0.0,0.0,389.83,389.83
E1KC5C,2169,1260,2020-02-07 19:09:48,ACTIVE,2022-08-04,2022-08-04,0.0,200.0000000000,200.0000000000,0E-10,0E-10,0.0,0.0,4.33,4.33
71FFEG,696,535,2024-02-19 07:22:27,ACTIVE,2024-02-22,2024-07-29,44251.0,94799.0000000000,94625.7700000000,0E-10,0E-10,164.57,6537.49,387.38,551.95
6B4PQB,2660,2659,2018-10-04 10:17:59,EXITED,2018-10-05,2018-10-05,50000.0,True,True,True,True,15196.5,25544.02,0.0,15196.5
C1PR0U,2512,260,2019-03-01 21:30:19,ACTIVE,2024-05-27,2025-04-30,203600.0,374100.0000000000,369780.0600000000,6800.0000000000,0E-10,138081.8,188150.98,782.15,138863.95
4S9WLX,2613,1372,2018-11-20 06:10:25,INACTIVE,2022-04-14,2022-04-14,750000.0,True,True,True,True,465552.16,740256.44,0.0,465552.16
20U82X,2745,2730,2018-07-11 17:11:24,INACTIVE,2018-07-26,2018-07-26,1520000.0,True,True,True,True,782223.62,1216924.97,0.0,782223.62
7B1K89,1015,921,2023-04-06 00:00:00,ACTIVE,2023-04-06,2023-07-09,71891.91,48201.0000000000,48054.6700000000,0E-10,0E-10,8700.39,23150.79,329.66,9030.05
4E6QK7,2974,2974,2017-11-24 00:00:00,INACTIVE,2017-11-24,2017-11-24,24002.0,True,True,True,True,22842.7,30510.01,0.0,22842.7
3VH527,2562,2560,2019-01-10 14:22:39,INACTIVE,2019-01-12,2019-01-12,2000000.0,True,True,True,True,747779.39,1437827.98,0.0,747779.39
BROPI0,755,751,2023-12-22 16:57:52,ACTIVE,2023-12-23,2023-12-26,5000.0,9950.0000000000,5000.0000000000,0E-10,0E-10,2180.13,3152.62,215.49,2395.62
HAB0NH,2695,2233,2018-08-30 00:00:00,INACTIVE,2018-08-30,2019-12-05,450000.0,True,True,True,True,235953.91,412358.87,0.0,235953.91
8OU2ZP,2544,2541,2019-01-28 20:21:02,EXITED,2019-01-31,2019-01-31,440000.0,True,True,True,True,440538.96,599579.82,0.0,440538.96
DB4KXP,1186,386,2022-10-17 07:21:34,ACTIVE,2024-12-25,2024-12-25,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
PZA80Z,2526,17,2019-02-15 15:46:59,ACTIVE,2019-02-21,2025-12-29,5050000.0,12088608.1700000000,12088337.6600000000,0E-10,0E-10,971143.32,2173706.71,3136.66,974279.98
E6F9L5,984,984,2023-05-07 00:00:00,ACTIVE,2023-05-07,2023-05-07,0.0,5.0000000000,0E-10,0E-10,0E-10,0.0,0.0,0.11,0.11
51GZG1,3044,3038,2017-09-15 14:34:06,EXITED,2017-09-21,2017-09-21,150000.0,True,True,True,True,206417.71,254910.82,0.0,206417.71
E7VZEQ,159,53,2025-08-09 00:00:00,ACTIVE,2025-08-09,2025-11-23,0.0,53600.0000000000,53543.6400000000,0E-10,0E-10,0.0,0.0,325.47,325.47
B76E8S,3020,3017,2017-10-09 07:51:37,INACTIVE,2017-10-12,2017-10-12,100000.0,True,True,True,True,147611.54,183279.51,0.0,147611.54
EX0640,2326,1269,2019-09-03 17:38:37,ACTIVE,2022-07-26,2022-07-26,0.0,100.0000000000,100.0000000000,0E-10,0E-10,0.0,0.0,2.17,2.17
EKMSI3,2697,2696,2018-08-28 12:24:15,EXITED,2018-08-29,2018-08-29,150000.0,True,True,True,True,155598.5,207766.81,0.0,155598.5
5JIE9X,2865,2863,2018-03-13 10:53:30,EXITED,2018-03-15,2018-03-15,10000.0,True,True,True,True,2371.99,4754.24,0.0,2371.99
3GQR15,194,94,2025-07-05 00:00:00,ACTIVE,2025-07-05,2025-10-13,0.0,5097390.0000000000,5113042.7900000000,1000.0000000000,2391500.0000000000,0.0,0.0,52054.25,52054.25
5CE38R,580,575,2024-06-14 17:42:12,ACTIVE,2024-06-19,2024-06-19,0.0,700.0000000000,0E-10,700.0000000000,0E-10,0.0,0.0,90.96,90.96
EXDT0F,1321,925,2022-06-04 00:00:00,ACTIVE,2022-06-04,2023-07-05,120000.0,104700.0000000000,103495.1700000000,0E-10,0E-10,75122.88,104361.34,171.35,75294.23
4B3M9D,182,108,2025-07-17 01:12:06,ACTIVE,2025-07-18,2025-09-29,0.0,55480.0000000000,53106.5100000000,2200.0000000000,0E-10,0.0,0.0,583.71,583.71
BQ2Q8S,337,151,2025-02-12 07:47:43,ACTIVE,2025-08-16,2025-08-17,0.0,1570.2800000000,1561.5000000000,0E-10,500.0000000000,0.0,0.0,47.54,47.54
EDUKZ4,1198,1037,2022-10-05 00:00:00,ACTIVE,2022-10-05,2023-03-15,0.0,100.0000000000,100.0000000000,0E-10,100.0000000000,0.0,0.0,0.9,0.9
B931TQ,2619,2611,2018-11-14 15:27:38,INACTIVE,2018-11-22,2018-11-22,1500000.0,True,True,True,True,192378.98,718720.89,0.0,192378.98
DZS9J2,1108,1108,2023-01-03 00:00:00,ACTIVE,2023-01-03,2023-01-03,0.0,20.0000000000,0E-10,0E-10,0E-10,0.0,0.0,0.43,0.43
56INOK,54,54,2025-11-22 00:00:00,ACTIVE,2025-11-22,2025-11-22,0.0,2000.0000000000,0E-10,2000.0000000000,0E-10,0.0,0.0,259.89,259.89
BI2QE3,2669,2667,2018-09-25 15:27:41,EXITED,2018-09-27,2018-09-27,130000.0,True,True,True,True,286223.33,355395.29,0.0,286223.33
5JRW2Z,2639,2627,2018-10-25 01:28:15,INACTIVE,2018-11-06,2018-11-06,50000.0,True,True,True,True,23520.83,34778.87,0.0,23520.83
1W5HYC,88,87,2025-10-19 14:41:08,ACTIVE,2025-10-20,2025-10-20,0.0,13000.0000000000,12026.8800000000,0E-10,0E-10,0.0,0.0,281.54,281.54
8VO3FC,2016,1083,2020-07-09 20:09:37,ACTIVE,2022-09-20,2023-01-28,218000.0,15660.0000000000,15600.0000000000,0E-10,0E-10,6958.79,102415.83,77.67,7036.46
6GIXG7,317,317,2025-03-04 00:00:00,ACTIVE,2025-03-04,2025-03-04,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
8ZGIZ7,2617,2282,2018-11-16 17:06:14,INACTIVE,2018-11-22,2019-10-17,2000000.0,True,True,True,True,577027.97,1177495.45,0.0,577027.97
BRL9CX,507,492,2024-08-26 00:00:00,ACTIVE,2024-08-26,2024-09-10,5000.0,14000.0000000000,13603.7500000000,300.0000000000,0E-10,1270.3,2195.02,335.69,1605.99
EW3BJP,3192,2884,2017-04-20 12:21:11,INACTIVE,2017-04-21,2018-02-22,320000.0,True,True,True,True,65515.75,183452.01,0.0,65515.75
9RTTJT,1590,1580,2021-09-08 20:40:15,ACTIVE,2021-09-18,2021-09-18,0.0,100.0000000000,100.0000000000,0E-10,0E-10,0.0,0.0,2.17,2.17
4RXXVH,528,469,2024-08-05 00:00:00,ACTIVE,2024-08-05,2024-10-03,15000.0,15000.0000000000,19950.0000000000,0E-10,0E-10,5131.19,7533.45,162.43,5293.62
3IGSDK,2795,2184,2018-05-22 12:51:37,INACTIVE,2019-02-04,2020-01-23,0.0,0E-10,0E-10,0E-10,650000.0000000000,0.0,0.0,1491.23,1491.23
6XENJ0,2598,2592,2018-12-05 10:31:57,EXITED,2018-12-11,2018-12-11,50000.0,True,True,True,True,38050.07,49750.98,0.0,38050.07
AQ32M9,48,47,2025-11-28 15:23:39,ACTIVE,2025-11-29,2025-11-29,0.0,2000.0000000000,999.7500000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
PKSL51,1231,1231,2022-09-02 00:00:00,ACTIVE,2022-09-02,2022-09-02,0.0,100.0000000000,100.0000000000,0E-10,0E-10,0.0,0.0,2.17,2.17
5EVKR2,485,484,2024-09-17 00:00:00,ACTIVE,2024-09-17,2024-09-18,0.0,1000.0000000000,0E-10,1100.0000000000,0E-10,0.0,0.0,140.77,140.77
78Y3TD,93,1,2025-10-14 00:00:00,ACTIVE,2025-10-14,2026-01-14,0.0,1242200.0000000000,1224403.1500000000,12800.0000000000,661000.0000000000,0.0,0.0,14897.78,14897.78
AOD09R,2641,2183,2018-10-23 00:00:00,INACTIVE,2018-10-23,2020-01-24,500000.0,True,True,True,True,569705.84,735912.05,0.0,569705.84
DAREJS,720,702,2024-01-26 00:00:00,ACTIVE,2024-01-26,2024-02-13,0.0,99900.0000000000,92100.0000000000,7600.0000000000,1000.0000000000,0.0,0.0,3013.61,3013.61
6X0B60,3122,1237,2017-06-29 15:50:35,ACTIVE,2017-07-11,2022-08-27,850000.0,17034.1400000000,17123.7400000000,0E-10,0E-10,41203.0,310765.37,5.91,41208.91
9H3SFB,1134,1134,2022-12-08 00:00:00,ACTIVE,2022-12-08,2022-12-08,0.0,5000.0000000000,5000.0000000000,0E-10,0E-10,0.0,0.0,108.29,108.29
3UFE81,1771,1310,2021-03-11 21:31:52,ACTIVE,2022-06-15,2022-06-15,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
7DWUWJ,1430,1189,2022-02-15 18:24:07,ACTIVE,2022-02-16,2022-10-14,0.0,128615.4200000000,121316.6700000000,2000.0000000000,85944.0100000000,0.0,0.0,663.32,663.32
874LN2,2925,2920,2018-01-12 11:41:50,INACTIVE,2018-01-17,2018-01-17,300000.0,True,True,True,True,24926.89,127399.4,0.0,24926.89
2ZQQ4Q,58,7,2025-11-18 17:35:47,ACTIVE,2026-01-03,2026-01-08,0.0,19800.0000000000,19791.3800000000,0E-10,0E-10,0.0,0.0,428.81,428.81
BWIBL9,76,76,2025-10-31 00:00:00,ACTIVE,2025-10-31,2025-10-31,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
1BKBBQ,982,100,2023-05-09 12:22:57,ACTIVE,2025-08-10,2025-10-07,53400.0,128650.0000000000,128287.1300000000,100.0000000000,0E-10,4108.77,15062.68,1422.27,5531.04
1TCPGT,200,52,2025-06-29 13:32:14,ACTIVE,2025-08-20,2025-11-24,0.0,111449.0000000000,110198.8900000000,1200.0000000000,19551.0000000000,0.0,0.0,950.39,950.39
B3J5FF,2678,181,2018-09-16 17:17:26,ACTIVE,2025-06-17,2025-07-18,0.0,273324.0000000000,269248.8300000000,3600.0000000000,0E-10,0.0,0.0,5915.33,5915.33
9FYQI7,2422,1512,2019-05-30 16:43:45,ACTIVE,2021-01-28,2021-11-25,680000.0,59950.0000000000,60070.0000000000,0E-10,0E-10,96129.96,229870.5,128.98,96258.94
9SANMY,1283,363,2022-07-12 11:08:23,ACTIVE,2024-08-23,2025-01-17,47800.0,115473.1100000000,100987.4300000000,150.0000000000,0E-10,10080.41,13147.17,510.22,10590.63
BYSP6Q,1433,610,2022-02-12 23:38:41,ACTIVE,2022-02-13,2024-05-15,0.0,100.0000000000,100.0000000000,0E-10,100.0000000000,0.0,0.0,0.18,0.18
29M5O2,233,233,2025-05-27 00:00:00,ACTIVE,2025-05-27,2025-05-27,0.0,1000.0000000000,0E-10,0E-10,0E-10,0.0,0.0,21.66,21.66
39CVA2,2926,2926,2018-01-11 00:00:00,INACTIVE,2018-01-11,2018-01-11,100000.0,True,True,True,True,7288.48,42181.37,0.0,7288.48
1VJ37Q,3135,3135,2017-06-16 00:00:00,INACTIVE,2017-06-16,2017-06-16,24002.0,True,True,True,True,22462.05,30109.38,0.0,22462.05
5E6JYR,47,47,2025-11-29 00:00:00,ACTIVE,2025-11-29,2025-11-29,0.0,2000.0000000000,1000.0000000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
1O5YRC,370,96,2025-01-10 00:00:00,ACTIVE,2025-01-10,2025-10-11,0.0,674100.0000000000,690021.5000000000,3750.0000000000,2000.0000000000,0.0,0.0,1642.86,1642.86
3QLEY7,901,901,2023-07-29 00:00:00,INACTIVE,2023-07-29,2023-07-29,220000.0,True,True,True,True,1266.64,82795.86,0.0,1266.64
5YVL3Y,467,1,2024-10-05 13:24:17,ACTIVE,2025-04-04,2026-01-14,0.0,102800.0000000000,76865.7700000000,950.0000000000,0E-10,0.0,0.0,244.33,244.33
DIUGDU,46,37,2025-11-30 17:15:45,ACTIVE,2025-12-07,2025-12-09,0.0,2000.0000000000,960.7500000000,1000.0000000000,0E-10,0.0,0.0,151.6,151.6
3JMTFE,1440,250,2022-02-05 15:11:39,ACTIVE,2023-11-05,2025-05-10,238509.0,555035.0000000000,463157.8200000000,3850.0000000000,0E-10,64416.62,75310.18,674.73,65091.35
P0PEQ8,109,15,2025-09-28 08:23:39,ACTIVE,2025-12-30,2025-12-31,0.0,250.0000000000,245.7500000000,0E-10,0E-10,0.0,0.0,5.41,5.41
DZUONU,1359,294,2022-04-27 13:10:17,ACTIVE,2022-04-28,2025-03-27,7300000.0,10534387.7900000000,11650962.6700000000,0E-10,10000.0000000000,514766.21,2126037.56,6434.29,521200.5
939NAO,623,623,2024-05-02 00:00:00,ACTIVE,2024-05-02,2024-05-02,0.0,50.0000000000,0E-10,0E-10,0E-10,0.0,0.0,1.08,1.08
BNOCEH,2520,2270,2019-02-21 00:00:00,INACTIVE,2019-02-21,2019-10-29,300000.0,True,True,True,True,9029.76,119093.25,0.0,9029.76
D49DWM,1567,1567,2021-10-01 00:00:00,ACTIVE,2021-10-01,2021-10-01,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
35BNHC,2748,2215,2018-07-08 14:06:30,INACTIVE,2019-12-23,2019-12-23,1000000.0,True,True,True,True,438360.02,817719.09,0.0,438360.02
VWFB86,439,438,2024-11-02 00:00:00,ACTIVE,2024-11-02,2024-11-03,0.0,150.0000000000,100.0000000000,0E-10,0E-10,0.0,0.0,3.25,3.25
EFJOUD,2962,2165,2017-12-06 14:49:18,INACTIVE,2019-04-12,2020-02-11,460000.0,True,True,True,True,119244.76,282940.15,0.0,119244.76
49ZIXU,261,96,2025-04-29 07:00:41,ACTIVE,2025-08-26,2025-10-11,0.0,23000.0000000000,22284.3800000000,700.0000000000,0E-10,0.0,0.0,366.35,366.35
ET7KO0,329,329,2025-02-20 00:00:00,ACTIVE,2025-02-20,2025-02-20,0.0,3000.0000000000,3000.0000000000,0E-10,0E-10,0.0,0.0,64.97,64.97
6888TS,2870,1971,2018-03-08 00:21:05,ACTIVE,2020-08-23,2020-08-23,0.0,100.0000000000,103.0000000000,0E-10,0E-10,0.0,0.0,2.17,2.17
9KHGTN,150,17,2025-08-18 00:00:00,ACTIVE,2025-08-18,2025-12-29,0.0,115000.0000000000,112420.4000000000,1750.0000000000,0E-10,0.0,0.0,600.03,600.03
4IIUR9,332,330,2025-02-17 00:00:00,ACTIVE,2025-02-17,2025-02-19,0.0,200.0000000000,200.0000000000,0E-10,0E-10,0.0,0.0,4.33,4.33
39H6JE,1746,1624,2021-04-05 19:53:06,ACTIVE,2021-08-05,2021-08-05,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
57TD3E,3167,3151,2017-05-15 14:23:07,EXITED,2017-05-31,2017-05-31,960000.0,True,True,True,True,1300089.04,1666776.33,0.0,1300089.04
8X5IFY,1643,4,2021-07-17 10:06:04,ACTIVE,2021-07-30,2026-01-11,476600.0,412791.1300000000,411993.5300000000,0E-10,0E-10,290500.25,511617.01,164.84,290665.09
5MCOBZ,3086,3082,2017-08-04 12:16:00,INACTIVE,2017-08-08,2017-08-08,30000.0,True,True,True,True,25184.55,33371.73,0.0,25184.55
501CEU,3167,2484,2017-05-15 10:14:49,INACTIVE,2017-05-19,2019-03-29,600000.0,True,True,True,True,162989.36,323056.49,0.0,162989.36
D4KDD0,2411,2411,2019-06-10 00:00:00,INACTIVE,2019-06-10,2019-06-10,178000.0,True,True,True,True,43909.09,112694.57,0.0,43909.09
65I2NP,11,9,2026-01-04 20:14:58,ACTIVE,2026-01-06,2026-01-06,0.0,6000.0000000000,5010.7500000000,0E-10,0E-10,0.0,0.0,129.94,129.94
6QTVD5,1052,954,2023-02-28 12:39:07,ACTIVE,2023-03-12,2023-06-06,0.0,27000.0000000000,25950.0000000000,1000.0000000000,0E-10,0.0,0.0,238.98,238.98
2QXWUX,812,1,2023-10-26 12:35:48,ACTIVE,2023-11-02,2026-01-14,2164000.0,79794596.1100000000,79126139.7600000000,304100.0000000000,32090000.0000000000,210087.76,826470.73,98004.89,308092.65
DHIE4K,2813,2645,2018-05-04 16:53:53,INACTIVE,2018-05-07,2018-10-19,1500000.0,True,True,True,True,888106.54,1221883.59,0.0,888106.54
BO54BO,2856,778,2018-03-22 09:03:49,ACTIVE,2018-03-23,2023-11-29,350000.0,21276.6200000000,5500.6400000000,0E-10,0E-10,336105.94,461869.51,6.65,336112.59
DWM3CW,2533,1121,2019-02-08 09:02:05,INACTIVE,2021-10-26,2022-12-21,3320000.0,True,True,True,True,756726.52,1708123.39,0.0,756726.52
9LMM7X,2452,1092,2019-04-30 14:45:18,INACTIVE,2023-01-19,2023-01-19,170000.0,True,True,True,True,36565.69,111488.99,0.0,36565.69
BRV0SW,1551,917,2021-10-17 23:34:55,ACTIVE,2021-10-28,2023-07-13,6900000.0,290513.5600000000,145207.7300000000,0E-10,0E-10,283118.45,2491278.11,302.49,283420.94
76O6MQ,1206,1206,2022-09-27 00:00:00,ACTIVE,2022-09-27,2022-09-27,0.0,100.0000000000,0E-10,0E-10,0E-10,0.0,0.0,2.17,2.17
AGC7UA,1446,1116,2022-01-30 00:05:41,ACTIVE,2022-05-23,2022-12-26,0.0,435674.0500000000,435525.7500000000,0E-10,623860.7800000000,0.0,0.0,3622.66,3622.66
